期号,日期,中奖号码,特别号码,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50
14/052,2014-05-03,"2,6,13,16,30,36",25,,4,2,1,5,2,2,1,1,0
14/051,2014-05-01,"1,14,28,29,37,43",30,37,2,4,4,2,1,1,2,1,1
14/050,2014-04-29,"2,8,15,26,37,45",14,,3,3,3,3,2,1,1,1,1
14/049,2014-04-26,"9,12,22,27,36,47",46,,3,3,3,3,1,1,2,1,1
14/048,2014-04-24,"1,17,28,32,39,40",16,1,2,4,3,3,1,1,1,3,0
14/047,2014-04-22,"1,3,12,29,36,41",14,,3,3,4,2,2,1,1,1,1
14/046,2014-04-19,"20,21,32,35,46,47",3,,2,4,3,3,0,1,1,2,2
14/045,2014-04-17,"12,14,17,23,24,45",42,"14,45",5,1,3,3,0,3,2,0,1
14/044,2014-04-15,"6,14,16,28,41,45",27,"6,28,45",3,3,2,4,1,2,1,0,2
14/043,2014-04-12,"6,18,20,28,43,45",13,18,3,3,2,4,1,2,1,0,2
14/042,2014-04-10,"4,18,21,31,42,49",25,31,3,3,3,3,1,1,1,1,2
14/041,2014-04-08,"11,24,31,45,46,47",6,45,2,4,4,2,0,1,1,1,3
14/040,2014-04-05,"10,19,38,39,44,45",31,,2,4,3,3,1,1,0,2,2
14/039,2014-04-03,"4,9,25,26,27,28",3,,2,4,3,3,2,0,4,0,0
14/038,2014-04-01,"22,33,36,43,48,49",25,33,1,5,3,3,0,0,1,2,3
14/037,2014-03-29,"2,10,12,18,24,33",11,,5,1,1,5,2,2,1,1,0
14/036,2014-03-27,"7,23,35,42,45,49",36,"35,45",2,4,5,1,1,0,1,1,3
14/035,2014-03-25,"22,28,35,36,44,45",6,,1,5,2,4,0,0,2,2,2
14/034,2014-03-22,"11,20,21,26,34,49",4,,3,3,3,3,0,2,2,1,1
14/033,2014-03-20,"1,9,18,25,37,48",14,48,3,3,4,2,2,1,1,1,1
14/032,2014-03-18,"2,17,23,35,42,48",27,2,3,3,3,3,1,1,1,1,2
14/031,2014-03-15,"2,15,21,24,29,46",27,,4,2,3,3,1,1,3,0,1
14/030,2014-03-13,"7,10,17,19,20,22",30,,6,0,3,3,2,3,1,0,0
14/029,2014-03-11,"4,6,15,28,30,33",27,,3,3,2,4,2,1,2,1,0
14/028,2014-03-08,"2,3,16,17,24,32",40,,5,1,2,4,2,2,1,1,0
14/027,2014-03-06,"6,10,20,27,39,46",38,27,3,3,2,4,2,1,1,1,1
14/026,2014-03-04,"3,13,16,19,27,33",22,"16,19",4,2,5,1,1,3,1,1,0
14/025,2014-03-02,"11,16,19,21,38,46",34,,4,2,3,3,0,3,1,1,1
14/024,2014-02-27,"5,9,15,24,28,35",44,,4,2,4,2,2,1,2,1,0
14/023,2014-02-25,"8,26,39,40,41,43",5,,1,5,3,3,1,0,1,2,2
14/022,2014-02-22,"2,23,24,29,33,35",14,24,3,3,4,2,1,0,3,2,0
14/021,2014-02-20,"3,5,24,26,31,40",45,,3,3,3,3,2,0,2,2,0
14/020,2014-02-18,"15,21,23,25,34,45",35,45,3,3,5,1,0,1,3,1,1
14/019,2014-02-15,"2,14,30,32,36,45",11,,2,4,1,5,1,1,1,2,1
14/018,2014-02-13,"19,23,25,40,46,49",30,25,2,4,4,2,0,1,2,1,2
14/017,2014-02-11,"7,10,24,25,27,29",19,,3,3,4,2,2,0,4,0,0
14/016,2014-02-09,"20,21,35,37,47,48",14,37,2,4,4,2,0,1,1,2,2
14/015,2014-02-06,"26,27,32,33,37,45",39,,0,6,4,2,0,0,2,3,1
14/014,2014-02-04,"11,13,15,39,48,49",37,,3,3,5,1,0,3,0,1,2
14/013,2014-01-30,"2,3,4,16,26,36",45,4,4,2,1,5,3,1,1,1,0
14/012,2014-01-28,"4,20,27,30,31,37",18,"20,37",2,4,3,3,1,1,2,2,0
14/011,2014-01-25,"5,20,37,38,43,48",6,5,2,4,3,3,1,1,0,2,2
14/010,2014-01-23,"4,5,18,21,27,31",7,,4,2,4,2,2,1,2,1,0
14/009,2014-01-21,"8,20,23,34,37,49",44,,3,3,3,3,1,1,1,2,1
14/008,2014-01-18,"3,17,18,26,28,44",38,"17,18",3,3,2,4,1,2,2,0,1
14/007,2014-01-16,"9,15,16,17,18,37",33,9,5,1,4,2,1,4,0,1,0
14/006,2014-01-14,"9,11,27,31,33,34",21,,2,4,5,1,1,1,1,3,0
14/005,2014-01-12,"3,16,36,39,42,44",17,"16,39",2,4,2,4,1,1,0,2,2
14/004,2014-01-09,"4,15,16,28,39,45",25,16,3,3,3,3,1,2,1,1,1
14/003,2014-01-07,"9,16,30,31,38,41",46,"16,31",2,4,3,3,1,1,1,2,1
14/002,2014-01-04,"6,16,31,32,44,49",43,49,2,4,2,4,1,1,0,2,2
14/001,2014-01-02,"1,36,38,43,46,49",21,,1,5,3,3,1,0,0,2,3
13/152,2013-12-31,"7,9,12,40,42,44",14,"9,42",3,3,2,4,2,1,0,1,2
13/151,2013-12-28,"4,9,20,32,42,43",5,4,3,3,2,4,2,1,0,1,2
13/150,2013-12-25,"4,21,25,45,47,49",6,49,2,4,5,1,1,0,2,0,3
13/149,2013-12-22,"12,13,18,41,43,49",39,43,3,3,4,2,0,3,0,0,3
13/148,2013-12-19,"4,14,31,39,43,47",27,,2,4,4,2,1,1,0,2,2
13/147,2013-12-17,"1,8,15,19,20,33",47,15,5,1,4,2,2,3,0,1,0
13/146,2013-12-14,"6,14,15,38,46,49",29,,3,3,2,4,1,2,0,1,2
13/145,2013-12-12,"10,19,24,28,31,34",27,,3,3,2,4,1,1,2,2,0
13/144,2013-12-10,"1,8,17,30,36,46",16,,3,3,2,4,2,1,1,1,1
13/143,2013-12-07,"5,18,24,26,41,44",20,26,3,3,2,4,1,1,2,0,2
13/142,2013-12-05,"1,16,17,19,26,46",29,"1,17",4,2,3,3,1,3,1,0,1
13/141,2013-12-03,"1,17,24,29,39,40",21,,3,3,4,2,1,1,2,2,0
13/140,2013-11-30,"2,15,19,34,42,45",14,34,3,3,3,3,1,2,0,1,2
13/139,2013-11-28,"3,6,21,33,34,43",9,34,3,3,4,2,2,0,1,2,1
13/138,2013-11-26,"9,10,12,31,34,44",18,,3,3,2,4,2,1,0,2,1
13/137,2013-11-23,"3,18,20,21,30,41",13,3,4,2,3,3,1,2,2,0,1
13/136,2013-11-21,"3,6,8,23,25,49",4,49,4,2,4,2,3,0,2,0,1
13/135,2013-11-19,"12,27,35,44,47,49",36,,1,5,4,2,0,1,1,1,3
13/134,2013-11-16,"1,8,17,32,39,43",48,8,3,3,4,2,2,1,0,2,1
13/133,2013-11-14,"3,8,10,25,29,34",32,,3,3,3,3,3,0,2,1,0
13/132,2013-11-12,"18,19,21,28,47,49",46,,3,3,4,2,0,2,2,0,2
13/131,2013-11-10,"13,31,32,35,39,42",16,42,1,5,4,2,0,1,0,4,1
13/130,2013-11-07,"4,9,14,26,30,42",21,"4,42",3,3,1,5,2,1,2,0,1
13/129,2013-11-05,"4,22,25,37,38,42",20,,2,4,2,4,1,0,2,2,1
13/128,2013-11-02,"8,18,19,29,31,34",36,29,3,3,3,3,1,2,1,2,0
13/127,2013-10-31,"2,9,29,43,46,47",21,47,2,4,4,2,2,0,1,0,3
13/126,2013-10-29,"1,20,22,25,34,47",17,47,3,3,3,3,1,1,2,1,1
13/125,2013-10-26,"6,15,30,38,47,48",40,,2,4,2,4,1,1,1,1,2
13/124,2013-10-24,"9,10,22,24,43,44",30,9,4,2,2,4,2,0,2,0,2
13/123,2013-10-22,"5,9,34,36,41,49",26,41,2,4,4,2,2,0,0,2,2
13/122,2013-10-19,"1,10,31,41,44,47",18,"1,44",2,4,4,2,2,0,0,1,3
13/121,2013-10-17,"1,11,24,35,44,45",49,,3,3,4,2,1,1,1,1,2
13/120,2013-10-15,"4,20,27,33,41,46",12,,2,4,3,3,1,1,1,1,2
13/119,2013-10-13,"24,28,35,37,42,48",38,,1,5,2,4,0,0,2,2,2
13/118,2013-10-10,"8,9,11,16,17,38",20,,5,1,3,3,2,3,0,1,0
13/117,2013-10-08,"1,3,6,7,15,27",30,6,5,1,5,1,4,1,1,0,0
13/116,2013-10-05,"4,6,9,29,31,36",20,,3,3,3,3,3,0,1,2,0
13/115,2013-10-03,"14,17,26,32,35,41",15,,2,4,3,3,0,2,1,2,1
13/114,2013-09-30,"1,11,29,40,43,44",4,"40,43",2,4,4,2,1,1,1,1,2
13/113,2013-09-28,"33,39,40,43,48,49",34,,0,6,4,2,0,0,0,3,3
13/112,2013-09-26,"3,6,7,9,11,28",34,,5,1,4,2,4,1,1,0,0
13/111,2013-09-24,"13,25,26,29,30,39",19,"25,39",1,5,4,2,0,1,4,1,0
13/110,2013-09-21,"22,25,35,36,39,47",31,,1,5,4,2,0,0,2,3,1
13/109,2013-09-19,"3,15,18,26,45,49",41,45,3,3,4,2,1,2,1,0,2
13/108,2013-09-16,"17,22,31,39,45,47",49,"39,47",2,4,5,1,0,1,1,2,2
13/107,2013-09-14,"6,21,29,39,40,47",33,,2,4,4,2,1,0,2,2,1
13/106,2013-09-12,"1,14,26,28,31,48",36,48,2,4,2,4,1,1,2,1,1
13/105,2013-09-10,"8,12,19,39,48,49",17,,3,3,3,3,1,2,0,1,2
13/104,2013-09-07,"7,10,17,18,28,30",6,"7,28",4,2,2,4,2,2,2,0,0
13/103,2013-09-05,"1,7,22,28,29,49",37,,3,3,4,2,2,0,3,0,1
13/102,2013-09-03,"21,25,26,33,35,39",17,,1,5,5,1,0,0,3,3,0
13/101,2013-08-31,"3,6,17,18,42,43",36,,4,2,3,3,2,2,0,0,2
13/100,2013-08-29,"24,25,28,35,38,47",16,,1,5,3,3,0,0,3,2,1
13/099,2013-08-27,"9,14,29,30,32,36",20,14,2,4,2,4,1,1,2,2,0
13/098,2013-08-24,"3,6,10,14,15,20",33,,6,0,2,4,3,3,0,0,0
13/097,2013-08-22,"1,16,25,33,41,49",46,,2,4,5,1,1,1,1,1,2
13/096,2013-08-20,"13,14,15,31,46,48",36,"14,31",3,3,3,3,0,3,0,1,2
13/095,2013-08-17,"9,14,30,31,32,49",1,31,2,4,3,3,1,1,1,2,1
13/094,2013-08-15,"10,16,22,26,31,42",23,"31,42",3,3,1,5,1,1,2,1,1
13/093,2013-08-13,"1,6,31,41,42,49",44,41,2,4,4,2,2,0,0,1,3
13/092,2013-08-10,"3,10,20,30,41,44",31,,3,3,2,4,2,1,1,0,2
13/091,2013-08-08,"13,15,23,25,26,29",9,15,3,3,5,1,0,2,4,0,0
13/090,2013-08-06,"4,11,15,19,32,44",42,,4,2,3,3,1,3,0,1,1
13/089,2013-08-03,"5,6,12,23,38,39",48,6,4,2,3,3,2,1,1,2,0
13/088,2013-08-01,"6,8,10,19,20,22",42,8,6,0,1,5,3,2,1,0,0
13/087,2013-07-30,"8,12,31,33,42,44",49,,2,4,2,4,1,1,0,2,2
13/086,2013-07-27,"1,3,7,22,28,36",21,,4,2,3,3,3,0,2,1,0
13/085,2013-07-25,"20,23,27,32,34,49",30,32,2,4,3,3,0,1,2,2,1
13/084,2013-07-23,"6,8,17,22,28,32",20,17,4,2,1,5,2,1,2,1,0
13/083,2013-07-21,"3,17,20,26,33,47",34,,3,3,4,2,1,2,1,1,1
13/082,2013-07-18,"14,18,28,32,36,46",44,18,2,4,0,6,0,2,1,2,1
13/081,2013-07-16,"3,18,19,20,37,47",25,18,4,2,4,2,1,3,0,1,1
13/080,2013-07-13,"7,14,18,23,32,46",42,14,4,2,2,4,1,2,1,1,1
13/079,2013-07-11,"14,26,28,38,39,45",8,38,1,5,2,4,0,1,2,2,1
13/078,2013-07-09,"1,4,15,38,40,46",49,,3,3,2,4,2,1,0,2,1
13/077,2013-07-06,"6,9,27,29,43,47",17,43,2,4,5,1,2,0,2,0,2
13/076,2013-07-02,"7,19,28,33,43,45",13,,2,4,5,1,1,1,1,1,2
13/075,2013-06-29,"1,3,4,26,34,37",14,"34,37",3,3,3,3,3,0,1,2,0
13/074,2013-06-27,"16,34,37,42,47,48",17,,1,5,2,4,0,1,0,2,3
13/073,2013-06-25,"17,20,29,35,38,40",22,40,2,4,3,3,0,2,1,3,0
13/072,2013-06-22,"23,25,34,40,42,46",39,46,1,5,2,4,0,0,2,2,2
13/071,2013-06-20,"11,14,16,29,31,46",30,31,3,3,3,3,0,3,1,1,1
13/070,2013-06-18,"9,22,23,31,45,47",39,"9,45",3,3,5,1,1,0,2,1,2
13/069,2013-06-15,"9,14,27,29,42,45",44,,2,4,4,2,1,1,2,0,2
13/068,2013-06-13,"3,11,26,32,35,43",1,35,2,4,4,2,1,1,1,2,1
13/067,2013-06-11,"1,14,21,35,39,40",5,,3,3,4,2,1,1,1,3,0
13/066,2013-06-09,"15,18,22,24,42,44",28,,4,2,1,5,0,2,2,0,2
13/065,2013-06-06,"10,16,20,28,32,48",30,48,3,3,0,6,1,2,1,1,1
13/064,2013-06-04,"9,17,26,36,40,48",2,36,2,4,2,4,1,1,1,2,1
13/063,2013-06-01,"1,23,27,36,45,49",7,"27,36",2,4,5,1,1,0,2,1,2
13/062,2013-05-30,"15,17,22,27,36,46",23,,3,3,3,3,0,2,2,1,1
13/061,2013-05-28,"1,4,5,6,9,25",27,25,5,1,4,2,5,0,1,0,0
13/060,2013-05-25,"3,8,10,25,26,40",38,,3,3,2,4,3,0,2,1,0
13/059,2013-05-23,"12,24,27,45,47,49",6,12,2,4,4,2,0,1,2,0,3
13/058,2013-05-21,"11,12,16,18,23,31",36,,5,1,3,3,0,4,1,1,0
13/057,2013-05-19,"4,14,24,30,43,48",34,48,3,3,1,5,1,1,2,0,2
13/056,2013-05-16,"7,18,27,32,42,48",17,,2,4,2,4,1,1,1,1,2
13/055,2013-05-14,"2,11,16,19,44,47",27,"11,16",4,2,3,3,1,3,0,0,2
13/054,2013-05-12,"1,6,11,16,20,25",22,16,5,1,3,3,2,3,1,0,0
13/053,2013-05-09,"12,14,15,16,22,34",13,14,5,1,1,5,0,4,1,1,0
13/052,2013-05-07,"5,9,14,24,29,37",36,29,4,2,4,2,2,1,2,1,0
13/051,2013-05-04,"1,10,29,40,44,49",33,"1,44",2,4,3,3,2,0,1,1,2
13/050,2013-05-02,"1,5,28,31,44,46",14,31,2,4,3,3,2,0,1,1,2
13/049,2013-04-30,"4,18,24,30,31,49",36,4,3,3,2,4,1,1,2,1,1
13/048,2013-04-27,"4,7,16,23,26,28",9,,4,2,2,4,2,1,3,0,0
13/047,2013-04-25,"14,15,17,22,38,48",19,,4,2,2,4,0,3,1,1,1
13/046,2013-04-23,"7,20,23,29,35,41",6,,3,3,5,1,1,1,2,1,1
13/045,2013-04-21,"9,10,15,33,40,49",48,,3,3,4,2,2,1,0,2,1
13/044,2013-04-18,"4,5,14,17,22,39",9,,5,1,3,3,2,2,1,1,0
13/043,2013-04-16,"11,15,21,27,38,43",48,,3,3,5,1,0,2,2,1,1
13/042,2013-04-13,"8,16,29,40,46,47",18,29,2,4,2,4,1,1,1,1,2
13/041,2013-04-11,"11,18,20,24,29,49",2,,4,2,3,3,0,3,2,0,1
13/040,2013-04-09,"2,3,25,28,35,43",39,,2,4,4,2,2,0,2,1,1
13/039,2013-04-06,"10,12,16,29,41,48",25,,3,3,2,4,1,2,1,0,2
13/038,2013-04-04,"2,7,11,15,17,27",4,2,5,1,5,1,2,3,1,0,0
13/037,2013-04-02,"2,4,9,31,33,46",5,4,3,3,3,3,3,0,0,2,1
13/036,2013-03-30,"4,6,19,25,34,43",17,,3,3,3,3,2,1,1,1,1
13/035,2013-03-28,"12,17,31,38,44,45",43,44,2,4,3,3,0,2,0,2,2
13/034,2013-03-26,"10,15,26,35,40,44",11,,2,4,2,4,1,1,1,2,1
13/033,2013-03-23,"6,9,17,25,33,42",27,42,3,3,4,2,2,1,1,1,1
13/032,2013-03-21,"1,4,13,22,39,42",34,,4,2,3,3,2,1,1,1,1
13/031,2013-03-19,"3,12,15,28,29,34",8,,3,3,3,3,1,2,2,1,0
13/030,2013-03-16,"6,9,31,41,45,47",18,,2,4,5,1,2,0,0,1,3
13/029,2013-03-14,"3,4,15,16,17,46",12,"15,17",5,1,3,3,2,3,0,0,1
13/028,2013-03-12,"13,15,17,30,38,45",4,,3,3,4,2,0,3,1,1,1
13/027,2013-03-09,"9,18,24,34,40,43",28,"9,24",3,3,2,4,1,1,1,2,1
13/026,2013-03-07,"8,9,24,35,39,41",2,"8,35",3,3,4,2,2,0,1,2,1
13/025,2013-03-05,"4,6,8,35,36,43",5,"8,35",3,3,2,4,3,0,0,2,1
13/024,2013-03-03,"7,8,26,31,35,39",37,26,2,4,4,2,2,0,1,3,0
13/023,2013-02-28,"10,11,23,26,28,30",17,,3,3,2,4,1,1,4,0,0
13/022,2013-02-26,"1,4,15,16,18,36",21,36,5,1,2,4,2,3,0,1,0
13/021,2013-02-23,"12,19,23,30,35,36",15,,3,3,3,3,0,2,2,2,0
13/020,2013-02-21,"11,14,21,22,32,49",7,32,4,2,3,3,0,2,2,1,1
13/019,2013-02-19,"5,18,19,32,40,44",34,,3,3,2,4,1,2,0,2,1
13/018,2013-02-16,"3,12,30,35,37,38",18,,2,4,3,3,1,1,1,3,0
13/017,2013-02-14,"11,16,24,27,36,48",47,,3,3,2,4,0,2,2,1,1
13/016,2013-02-09,"4,8,10,35,46,47",32,8,3,3,2,4,3,0,0,1,2
13/015,2013-02-07,"3,8,12,18,22,33",37,,5,1,2,4,2,2,1,1,0
13/014,2013-02-05,"5,19,31,32,34,45",13,,2,4,4,2,1,1,0,3,1
13/013,2013-02-03,"2,17,23,39,47,48",22,,3,3,4,2,1,1,1,1,2
13/012,2013-01-31,"16,22,27,35,38,46",32,,2,4,2,4,0,1,2,2,1
13/011,2013-01-29,"8,20,26,36,44,47",28,,2,4,1,5,1,1,1,1,2
13/010,2013-01-26,"2,29,41,42,45,48",5,2,1,5,3,3,1,0,1,0,4
13/009,2013-01-24,"1,2,3,9,20,49",24,"2,20",5,1,4,2,4,1,0,0,1
13/008,2013-01-22,"2,4,20,22,30,37",1,,4,2,1,5,2,1,2,1,0
13/007,2013-01-19,"3,12,19,21,31,48",26,,4,2,4,2,1,2,1,1,1
13/006,2013-01-17,"2,8,14,25,43,44",11,,3,3,2,4,2,1,1,0,2
13/005,2013-01-15,"3,4,7,24,27,31",13,"3,31",4,2,4,2,3,0,2,1,0
13/004,2013-01-13,"3,6,19,21,31,49",7,,4,2,5,1,2,1,1,1,1
13/003,2013-01-10,"2,9,24,34,41,45",48,,3,3,3,3,2,0,1,1,2
13/002,2013-01-08,"14,19,20,21,29,49",7,,4,2,4,2,0,3,2,0,1
13/001,2013-01-03,"17,25,32,33,46,48",39,"25,32,48",1,5,3,3,0,1,1,2,2
12/152,2012-12-31,"5,6,25,30,32,48",45,6,2,4,2,4,2,0,2,1,1
12/151,2012-12-29,"1,6,9,11,33,39",40,39,4,2,5,1,3,1,0,2,0
12/150,2012-12-27,"4,7,29,39,44,47",23,,2,4,4,2,2,0,1,1,2
12/149,2012-12-25,"12,18,23,24,46,49",14,,4,2,2,4,0,2,2,0,2
12/148,2012-12-23,"9,27,28,32,34,43",2,34,1,5,3,3,1,0,2,2,1
12/147,2012-12-20,"4,12,25,34,36,40",49,,2,4,1,5,1,1,1,3,0
12/146,2012-12-18,"8,14,21,41,45,48",34,"21,41",3,3,3,3,1,1,1,0,3
12/145,2012-12-15,"18,21,28,33,41,47",48,47,2,4,4,2,0,1,2,1,2
12/144,2012-12-13,"6,9,29,31,42,47",14,42,2,4,4,2,2,0,1,1,2
12/143,2012-12-11,"2,15,28,41,42,49",24,15,2,4,3,3,1,1,1,0,3
12/142,2012-12-08,"15,22,30,33,34,47",38,,2,4,3,3,0,1,2,2,1
12/141,2012-12-06,"1,6,38,41,43,45",48,,2,4,4,2,2,0,0,1,3
12/140,2012-12-04,"7,10,11,18,37,47",4,10,4,2,4,2,2,2,0,1,1
12/139,2012-12-01,"10,16,17,27,36,38",47,17,3,3,2,4,1,2,1,2,0
12/138,2012-11-29,"13,17,26,28,32,34",6,34,2,4,2,4,0,2,2,2,0
12/137,2012-11-27,"8,20,21,24,34,47",10,,4,2,2,4,1,1,2,1,1
12/136,2012-11-24,"2,3,4,15,23,40",13,,5,1,3,3,3,1,1,1,0
12/135,2012-11-22,"9,22,26,30,44,49",31,,2,4,2,4,1,0,3,0,2
12/134,2012-11-20,"2,11,20,37,45,47",13,,3,3,4,2,1,2,0,1,2
12/133,2012-11-17,"7,12,24,39,43,48",30,48,3,3,3,3,1,1,1,1,2
12/132,2012-11-15,"18,20,36,41,46,48",21,,2,4,1,5,0,2,0,1,3
12/131,2012-11-13,"3,5,25,26,29,30",31,26,2,4,4,2,2,0,4,0,0
12/130,2012-11-11,"9,26,28,35,45,47",25,"26,47",1,5,4,2,1,0,2,1,2
12/129,2012-11-08,"15,26,31,37,44,47",43,37,1,5,4,2,0,1,1,2,2
12/128,2012-11-06,"1,6,8,28,37,39",42,1,3,3,3,3,3,0,1,2,0
12/127,2012-11-03,"1,12,33,36,46,48",41,,2,4,2,4,1,1,0,2,2
12/126,2012-11-01,"15,18,24,28,34,42",2,"28,34",3,3,1,5,0,2,2,1,1
12/125,2012-10-30,"1,20,28,30,34,40",19,"28,30,34",2,4,1,5,1,1,2,2,0
12/124,2012-10-27,"26,28,30,34,36,39",1,,0,6,1,5,0,0,3,3,0
12/123,2012-10-25,"8,17,23,40,41,43",28,41,3,3,4,2,1,1,1,1,2
12/122,2012-10-23,"11,28,29,41,45,47",21,,1,5,5,1,0,1,2,0,3
12/121,2012-10-20,"4,19,31,34,37,44",6,4,2,4,3,3,1,1,0,3,1
12/120,2012-10-18,"4,6,10,14,16,29",26,,5,1,1,5,3,2,1,0,0
12/119,2012-10-16,"9,17,27,35,39,44",40,,2,4,5,1,1,1,1,2,1
12/118,2012-10-13,"5,6,11,26,33,41",4,11,3,3,4,2,2,1,1,1,1
12/117,2012-10-11,"1,3,11,18,40,46",35,,4,2,3,3,2,2,0,1,1
12/116,2012-10-09,"15,17,21,22,27,36",16,,4,2,4,2,0,2,3,1,0
12/115,2012-10-07,"1,10,12,13,29,47",9,12,4,2,4,2,2,2,1,0,1
12/114,2012-10-02,"12,24,25,33,37,44",13,,2,4,3,3,0,1,2,2,1
12/113,2012-09-29,"2,8,16,17,20,26",32,17,5,1,1,5,2,3,1,0,0
12/112,2012-09-27,"1,3,10,15,17,40",28,"1,17",5,1,4,2,3,2,0,1,0
12/111,2012-09-25,"1,4,17,20,28,32",47,,4,2,2,4,2,2,1,1,0
12/110,2012-09-22,"2,13,33,35,38,49",40,38,2,4,4,2,1,1,0,3,1
12/109,2012-09-18,"15,26,27,38,42,43",39,27,1,5,3,3,0,1,2,1,2
12/108,2012-09-15,"6,7,18,21,27,48",42,48,4,2,3,3,2,1,2,0,1
12/107,2012-09-13,"16,20,22,31,42,48",43,,3,3,1,5,0,2,1,1,2
12/106,2012-09-11,"4,11,25,27,39,41",43,"4,27",2,4,5,1,1,1,2,1,1
12/105,2012-09-09,"4,7,12,15,27,34",37,,4,2,3,3,2,2,1,1,0
12/104,2012-09-06,"6,13,33,38,41,43",29,43,2,4,4,2,1,1,0,2,2
12/103,2012-09-04,"20,24,34,36,43,45",3,,2,4,2,4,0,1,1,2,2
12/102,2012-09-01,"9,12,15,19,21,47",38,"15,21",5,1,5,1,1,3,1,0,1
12/101,2012-08-30,"7,11,15,21,26,34",38,7,4,2,4,2,1,2,2,1,0
12/100,2012-08-28,"7,17,24,29,47,49",45,"7,47",3,3,5,1,1,1,2,0,2
12/099,2012-08-25,"3,7,21,22,38,47",27,47,4,2,4,2,2,0,2,1,1
12/098,2012-08-23,"13,15,25,28,45,47",5,,2,4,5,1,0,2,2,0,2
12/097,2012-08-21,"1,7,12,17,36,38",48,7,4,2,3,3,2,2,0,2,0
12/096,2012-08-18,"7,10,22,32,34,48",45,34,3,3,1,5,2,0,1,2,1
12/095,2012-08-16,"5,6,13,19,23,34",8,"13,34",5,1,4,2,2,2,1,1,0
12/094,2012-08-14,"2,13,16,34,37,47",28,,3,3,3,3,1,2,0,2,1
12/093,2012-08-11,"5,11,12,31,41,42",16,42,3,3,4,2,1,2,0,1,2
12/092,2012-08-09,"10,13,20,22,42,46",48,"13,46",4,2,1,5,1,2,1,0,2
12/091,2012-08-07,"2,9,13,40,44,46",10,,3,3,2,4,2,1,0,1,2
12/090,2012-08-04,"8,15,20,41,42,49",12,49,3,3,3,3,1,2,0,0,3
12/089,2012-08-02,"9,11,12,22,28,49",7,,4,2,3,3,1,2,2,0,1
12/088,2012-07-31,"2,10,16,23,35,47",1,,4,2,3,3,2,1,1,1,1
12/087,2012-07-28,"18,25,38,40,44,45",5,44,1,5,2,4,0,1,1,2,2
12/086,2012-07-26,"9,11,13,22,24,44",32,"11,22",5,1,3,3,1,2,2,0,1
12/085,2012-07-24,"10,11,15,22,23,45",31,"23,45",5,1,4,2,1,2,2,0,1
12/084,2012-07-21,"7,19,23,30,34,45",13,"30,34",3,3,4,2,1,1,2,1,1
12/083,2012-07-19,"9,20,30,34,35,46",29,30,2,4,2,4,1,1,1,2,1
12/082,2012-07-17,"8,11,17,24,30,49",3,24,4,2,3,3,1,2,2,0,1
12/081,2012-07-14,"2,6,16,24,41,46",27,2,4,2,1,5,2,1,1,0,2
12/080,2012-07-12,"2,13,33,39,40,44",43,13,2,4,3,3,1,1,0,3,1
12/079,2012-07-10,"4,7,13,28,36,49",3,4,3,3,3,3,2,1,1,1,1
12/078,2012-07-07,"1,4,5,22,44,46",37,,4,2,2,4,3,0,1,0,2
12/077,2012-07-05,"2,3,11,24,26,27",44,,4,2,3,3,2,1,3,0,0
12/076,2012-07-03,"6,10,12,14,31,38",20,10,4,2,1,5,2,2,0,2,0
12/075,2012-06-30,"10,13,28,32,37,41",1,,2,4,3,3,1,1,1,2,1
12/074,2012-06-28,"3,6,14,19,27,36",24,"6,19",4,2,3,3,2,2,1,1,0
12/073,2012-06-26,"6,19,26,28,37,49",47,,2,4,3,3,1,1,2,1,1
12/072,2012-06-23,"9,14,17,34,40,48",39,17,3,3,2,4,1,2,0,2,1
12/071,2012-06-21,"2,5,8,13,17,35",28,13,5,1,4,2,3,2,0,1,0
12/070,2012-06-19,"10,13,26,40,42,48",24,13,2,4,1,5,1,1,1,1,2
12/069,2012-06-16,"2,4,6,7,13,29",9,7,5,1,3,3,4,1,1,0,0
12/068,2012-06-12,"7,14,16,25,30,36",32,,3,3,2,4,1,2,2,1,0
12/067,2012-06-10,"8,15,18,37,39,44",6,39,3,3,3,3,1,2,0,2,1
12/066,2012-06-07,"4,17,20,29,39,48",9,,3,3,3,3,1,2,1,1,1
12/065,2012-06-05,"10,21,26,34,35,43",37,43,2,4,3,3,1,0,2,2,1
12/064,2012-06-02,"9,14,19,20,43,47",37,"9,47",4,2,4,2,1,3,0,0,2
12/063,2012-05-31,"4,9,24,31,39,47",38,31,3,3,4,2,2,0,1,2,1
12/062,2012-05-29,"8,18,20,22,31,37",46,"20,22",4,2,2,4,1,2,1,2,0
12/061,2012-05-26,"9,10,20,22,38,49",7,,4,2,2,4,2,1,1,1,1
12/060,2012-05-24,"2,5,8,29,40,47",34,8,3,3,3,3,3,0,1,1,1
12/059,2012-05-22,"1,8,22,26,32,37",41,26,3,3,2,4,2,0,2,2,0
12/058,2012-05-20,"3,17,23,26,41,47",33,,3,3,5,1,1,1,2,0,2
12/057,2012-05-17,"1,10,15,21,27,37",40,,4,2,5,1,2,1,2,1,0
12/056,2012-05-15,"5,14,16,22,23,33",32,16,5,1,3,3,1,2,2,1,0
12/055,2012-05-13,"16,21,30,34,39,45",4,34,2,4,3,3,0,1,2,2,1
